,Type,Price,Location,Baths,Area,Beds
2636,House,PKR75 Thousand,"DHA Defence, Lahore, Punjab",4,5 Marla,3
2637,House,PKR70 Thousand,"DHA Defence, Lahore, Punjab",4,5 Marla,3
2638,House,PKR1.55 Lakh,"Gulberg, Lahore, Punjab",-,15 Marla,2
2639,Upper Portion,PKR2.5 Lakh,"DHA Defence, Lahore, Punjab",4,2 Kanal,3
2640,House,PKR6.5 Lakh,"DHA Defence, Lahore, Punjab",6,2 Kanal,5
2641,House,PKR3.05 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
2642,Upper Portion,PKR1.5 Lakh,"DHA Defence, Lahore, Punjab",3,1 Kanal,3
2643,House,PKR5.5 Lakh,"DHA Defence, Lahore, Punjab",6,2 Kanal,5
2644,Flat,PKR1.45 Lakh,"DHA Defence, Lahore, Punjab",3,6 Marla,2
2645,House,PKR45 Thousand,"Bahria Orchard, Lahore, Punjab",3,5 Marla,3
2646,Flat,PKR73 Thousand,"Askari, Lahore, Punjab",4,10 Marla,3
2647,House,PKR45 Thousand,"Nishat Colony, Lahore, Punjab",4,10 Marla,3
2648,Upper Portion,PKR90 Thousand,"Sui Gas Housing Society, Lahore, Punjab",3,1 Kanal,3
2649,House,PKR50 Thousand,"Khayaban-e-Amin, Lahore, Punjab",3,5 Marla,3
2650,House,PKR65 Thousand,"Park View City, Lahore, Punjab",5,5 Marla,4
2651,House,PKR65 Thousand,"Park View City, Lahore, Punjab",5,5 Marla,5
2652,House,PKR2.6 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
2653,House,PKR3 Lakh,"Garden Town, Lahore, Punjab",5,1 Kanal,5
2654,House,PKR1.8 Lakh,"DHA Defence, Lahore, Punjab",5,10 Marla,4
2655,House,PKR5 Lakh,"Gulberg, Lahore, Punjab",6,2 Kanal,9
2656,Lower Portion,PKR1.5 Lakh,"DHA Defence, Lahore, Punjab",4,1 Kanal,3
2657,House,PKR3.8 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,8
2658,House,PKR2.7 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
2659,Upper Portion,PKR32 Thousand,"Park View City, Lahore, Punjab",3,5 Marla,3
2660,Room,PKR40 Thousand,"DHA Defence, Lahore, Punjab",-,2 Kanal,-
2661,Upper Portion,PKR43 Thousand,"Allama Iqbal Town, Lahore, Punjab",3,10 Marla,3
2662,House,PKR2.5 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
2663,House,PKR1.4 Lakh,"DHA Defence, Lahore, Punjab",-,10 Marla,-
2664,House,PKR3.25 Lakh,"DHA Defence, Lahore, Punjab",5,1 Kanal,5
2665,House,PKR6 Lakh,"Gulberg, Lahore, Punjab",7,2 Kanal,8
2666,Flat,PKR27 Thousand,"Johar Town, Lahore, Punjab",1,1.2 Marla,1
2667,House,PKR2.5 Lakh,"Gulberg, Lahore, Punjab",8,1 Kanal,7
2668,House,PKR2.5 Lakh,"Garden Town, Lahore, Punjab",6,1 Kanal,7
2669,House,PKR3.5 Lakh,"Gulberg, Lahore, Punjab",5,1.8 Kanal,7
2670,House,PKR1 Lakh,"DHA Defence, Lahore, Punjab",4,5 Marla,3
2671,Flat,PKR45 Thousand,"Johar Town, Lahore, Punjab",2,5 Marla,2
2672,Upper Portion,PKR1.1 Lakh,"DHA Defence, Lahore, Punjab",3,1 Kanal,3
2673,Upper Portion,PKR45 Thousand,"Allama Iqbal Town, Lahore, Punjab",3,10 Marla,2
2674,House,PKR1 Lakh,"DHA Defence, Lahore, Punjab",4,5 Marla,3
2675,House,PKR95 Thousand,"DHA Defence, Lahore, Punjab",3,5 Marla,3
2676,House,PKR40 Thousand,"Dholanwal, Lahore, Punjab",3,10 Marla,-
2677,House,PKR2.1 Lakh,"DHA Defence, Lahore, Punjab",5,1 Kanal,4
2678,House,PKR1.55 Lakh,"DHA Defence, Lahore, Punjab",4,10 Marla,3
2679,House,PKR45 Thousand,"Cantt, Lahore, Punjab",3,3.5 Marla,3
2680,Room,PKR35 Thousand,"DHA Defence, Lahore, Punjab",1,1 Kanal,1
2681,Lower Portion,PKR60 Thousand,"Iqbal Avenue, Lahore, Punjab",2,10 Marla,2
2682,House,PKR60 Thousand,"Gulberg, Lahore, Punjab",2,5 Marla,2
2683,Lower Portion,PKR85 Thousand,"Cavalry Extension, Lahore, Punjab",3,9 Marla,2
2684,Upper Portion,PKR1.35 Lakh,"DHA Defence, Lahore, Punjab",3,1 Kanal,3
2685,House,PKR2.1 Lakh,"Bahria Town, Lahore, Punjab",6,1 Kanal,6
2686,House,PKR60 Thousand,"Bahria Town, Lahore, Punjab",2,5 Marla,3
2687,Lower Portion,PKR35 Thousand,"Bahria Town, Lahore, Punjab",2,5 Marla,1
2688,House,PKR2.05 Lakh,"DHA Defence, Lahore, Punjab",5,1 Kanal,5
2689,House,PKR3.5 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
2690,Lower Portion,PKR80 Thousand,"DHA Defence, Lahore, Punjab",3,10 Marla,2
2691,House,PKR80 Thousand,"Bahria Town, Lahore, Punjab",5,8 Marla,4
2692,Upper Portion,PKR50 Thousand,"Bahria Town, Lahore, Punjab",3,10 Marla,3
2693,Upper Portion,PKR85 Thousand,"DHA Defence, Lahore, Punjab",4,1 Kanal,3
2694,Upper Portion,PKR30 Thousand,"Bahria Town, Lahore, Punjab",2,5 Marla,2
2695,House,PKR2 Lakh,"DHA Defence, Lahore, Punjab",5,10 Marla,4
2696,Flat,PKR23 Thousand,"Bahria Town, Lahore, Punjab",1,2 Marla,1
2697,House,PKR3.8 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
2698,House,PKR8 Lakh,"DHA Defence, Lahore, Punjab",-,2 Kanal,8
2699,House,PKR2.4 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
2700,Flat,PKR3 Lakh,"Gulberg, Lahore, Punjab",2,5.8 Marla,2
2701,Flat,PKR2 Lakh,"Gulberg, Lahore, Punjab",3,8.9 Marla,3
2702,Flat,PKR2.5 Lakh,"Main Canal Bank Road, Lahore, Punjab",2,6.7 Marla,2
2703,Upper Portion,PKR70 Thousand,"Fazaia Housing Scheme, Lahore, Punjab",4,1 Kanal,3
2704,Upper Portion,PKR70 Thousand,"Fazaia Housing Scheme, Lahore, Punjab",4,1 Kanal,3
2705,Upper Portion,PKR27 Thousand,"Johar Town, Lahore, Punjab",1,3.5 Marla,2
2706,House,PKR1.4 Lakh,"DHA Defence, Lahore, Punjab",4,7 Marla,3
2707,Upper Portion,PKR70 Thousand,"Fazaia Housing Scheme, Lahore, Punjab",4,1 Kanal,3
2708,Upper Portion,PKR85 Thousand,"DHA Defence, Lahore, Punjab",4,1 Kanal,3
2709,Upper Portion,PKR70 Thousand,"Fazaia Housing Scheme, Lahore, Punjab",4,1 Kanal,3
2710,Flat,PKR82 Thousand,"Askari, Lahore, Punjab",4,10 Marla,3
2711,House,PKR57 Thousand,"DHA Defence, Lahore, Punjab",4,5 Marla,3
2712,House,PKR2.5 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
2713,House,PKR70 Thousand,"Johar Town, Lahore, Punjab",3,5 Marla,3
2714,House,PKR67 Thousand,"DHA 11 Rahbar, Lahore, Punjab",4,5 Marla,4
2715,House,PKR65 Thousand,"DHA 11 Rahbar, Lahore, Punjab",3,5 Marla,3
2716,Upper Portion,PKR78 Thousand,"DHA Defence, Lahore, Punjab",3,1 Kanal,3
2717,Upper Portion,PKR77 Thousand,"DHA Defence, Lahore, Punjab",4,1 Kanal,4
2718,Upper Portion,PKR77 Thousand,"DHA Defence, Lahore, Punjab",3,1 Kanal,3
2719,Lower Portion,PKR54.5 Thousand,"DHA 11 Rahbar, Lahore, Punjab",2,10 Marla,2
2720,Upper Portion,PKR78 Thousand,"DHA Defence, Lahore, Punjab",3,1 Kanal,3
2721,Upper Portion,PKR85 Thousand,"DHA Defence, Lahore, Punjab",3,1 Kanal,3
2722,Lower Portion,PKR30 Thousand,"Cantt, Lahore, Punjab",1,5 Marla,1
2723,Upper Portion,PKR95 Thousand,"DHA Defence, Lahore, Punjab",3,1 Kanal,3
2724,Upper Portion,PKR1.35 Lakh,"DHA Defence, Lahore, Punjab",3,1 Kanal,3
2725,Upper Portion,PKR1 Lakh,"DHA Defence, Lahore, Punjab",4,2 Kanal,3
2726,Upper Portion,PKR48.5 Thousand,"DHA 11 Rahbar, Lahore, Punjab",3,8 Marla,3
2727,Upper Portion,PKR49.5 Thousand,"DHA 11 Rahbar, Lahore, Punjab",2,8 Marla,2
2728,House,PKR2.5 Lakh,"Garden Town, Lahore, Punjab",5,1 Kanal,6
2729,House,PKR6 Lakh,"Gulberg, Lahore, Punjab",6,3 Kanal,7
2730,Upper Portion,PKR78 Thousand,"DHA Defence, Lahore, Punjab",3,1 Kanal,3
2731,Upper Portion,PKR77 Thousand,"DHA Defence, Lahore, Punjab",3,1 Kanal,3
2732,Upper Portion,PKR80 Thousand,"DHA Defence, Lahore, Punjab",3,1 Kanal,3
2733,Upper Portion,PKR1.35 Lakh,"DHA Defence, Lahore, Punjab",3,1 Kanal,3
2734,Upper Portion,PKR88 Thousand,"DHA Defence, Lahore, Punjab",3,1 Kanal,3
2735,Upper Portion,PKR80 Thousand,"DHA Defence, Lahore, Punjab",3,1 Kanal,3
2736,Upper Portion,PKR1.2 Lakh,"DHA Defence, Lahore, Punjab",2,1 Kanal,2
2737,House,PKR3.5 Lakh,"Model Town, Lahore, Punjab",6,1 Kanal,6
2738,House,PKR7.5 Lakh,"Gulberg, Lahore, Punjab",4,2 Kanal,5
2739,Upper Portion,PKR49 Thousand,"Johar Town, Lahore, Punjab",2,7.5 Marla,3
2740,House,PKR4.5 Lakh,"Johar Town, Lahore, Punjab",5,1 Kanal,5
2741,Upper Portion,PKR1.35 Lakh,"DHA Defence, Lahore, Punjab",4,1 Kanal,3
2742,House,PKR2.75 Lakh,"Garden Town, Lahore, Punjab",5,1 Kanal,6
2743,House,PKR2.4 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
2744,Room,PKR42 Thousand,"DHA Defence, Lahore, Punjab",1,1 Kanal,1
2745,House,PKR6.5 Lakh,"Gulberg, Lahore, Punjab",-,2 Kanal,10
2746,House,PKR65 Thousand,"Park View City, Lahore, Punjab",5,5 Marla,4
2747,House,PKR65 Thousand,"Park View City, Lahore, Punjab",5,5 Marla,5
2748,House,PKR2.6 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
2749,House,PKR3 Lakh,"Garden Town, Lahore, Punjab",5,1 Kanal,5
2750,House,PKR1.8 Lakh,"DHA Defence, Lahore, Punjab",5,10 Marla,4
2751,House,PKR5 Lakh,"Gulberg, Lahore, Punjab",6,2 Kanal,9
2752,Lower Portion,PKR1.5 Lakh,"DHA Defence, Lahore, Punjab",4,1 Kanal,3
2753,House,PKR3.8 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,8
2754,House,PKR2.7 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
2755,Upper Portion,PKR32 Thousand,"Park View City, Lahore, Punjab",3,5 Marla,3
2756,Room,PKR40 Thousand,"DHA Defence, Lahore, Punjab",-,2 Kanal,-
2757,Upper Portion,PKR43 Thousand,"Allama Iqbal Town, Lahore, Punjab",3,10 Marla,3
2758,House,PKR2.5 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
2759,House,PKR1.4 Lakh,"DHA Defence, Lahore, Punjab",-,10 Marla,-
2760,House,PKR3.25 Lakh,"DHA Defence, Lahore, Punjab",5,1 Kanal,5
2761,House,PKR6 Lakh,"Gulberg, Lahore, Punjab",7,2 Kanal,8
2762,Flat,PKR27 Thousand,"Johar Town, Lahore, Punjab",1,1.2 Marla,1
2763,House,PKR2.5 Lakh,"Gulberg, Lahore, Punjab",8,1 Kanal,7
2764,House,PKR2.5 Lakh,"Garden Town, Lahore, Punjab",6,1 Kanal,7
2765,House,PKR3.5 Lakh,"Gulberg, Lahore, Punjab",5,1.8 Kanal,7
2766,House,PKR1 Lakh,"DHA Defence, Lahore, Punjab",4,5 Marla,3
2767,Flat,PKR45 Thousand,"Johar Town, Lahore, Punjab",2,5 Marla,2
2768,Upper Portion,PKR1.1 Lakh,"DHA Defence, Lahore, Punjab",3,1 Kanal,3
2769,Upper Portion,PKR45 Thousand,"Allama Iqbal Town, Lahore, Punjab",3,10 Marla,2
2770,House,PKR1 Lakh,"DHA Defence, Lahore, Punjab",4,5 Marla,3
2771,House,PKR95 Thousand,"DHA Defence, Lahore, Punjab",3,5 Marla,3
2772,House,PKR40 Thousand,"Dholanwal, Lahore, Punjab",3,10 Marla,-
2773,House,PKR2.1 Lakh,"DHA Defence, Lahore, Punjab",5,1 Kanal,4
2774,House,PKR1.55 Lakh,"DHA Defence, Lahore, Punjab",4,10 Marla,3
2775,House,PKR45 Thousand,"Cantt, Lahore, Punjab",3,3.5 Marla,3
2776,Room,PKR35 Thousand,"DHA Defence, Lahore, Punjab",1,1 Kanal,1
2777,Lower Portion,PKR60 Thousand,"Iqbal Avenue, Lahore, Punjab",2,10 Marla,2
2778,House,PKR60 Thousand,"Gulberg, Lahore, Punjab",2,5 Marla,2
2779,Lower Portion,PKR85 Thousand,"Cavalry Extension, Lahore, Punjab",3,9 Marla,2
2780,Upper Portion,PKR1.35 Lakh,"DHA Defence, Lahore, Punjab",3,1 Kanal,3
2781,House,PKR2.1 Lakh,"Bahria Town, Lahore, Punjab",6,1 Kanal,6
2782,House,PKR60 Thousand,"Bahria Town, Lahore, Punjab",2,5 Marla,3
2783,Lower Portion,PKR35 Thousand,"Bahria Town, Lahore, Punjab",2,5 Marla,1
2784,House,PKR2.05 Lakh,"DHA Defence, Lahore, Punjab",5,1 Kanal,5
2785,House,PKR3.5 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
2786,Lower Portion,PKR80 Thousand,"DHA Defence, Lahore, Punjab",3,10 Marla,2
2787,House,PKR80 Thousand,"Bahria Town, Lahore, Punjab",5,8 Marla,4
2788,Upper Portion,PKR50 Thousand,"Bahria Town, Lahore, Punjab",3,10 Marla,3
2789,Upper Portion,PKR85 Thousand,"DHA Defence, Lahore, Punjab",4,1 Kanal,3
2790,Upper Portion,PKR30 Thousand,"Bahria Town, Lahore, Punjab",2,5 Marla,2
2791,House,PKR2 Lakh,"DHA Defence, Lahore, Punjab",5,10 Marla,4
2792,Flat,PKR23 Thousand,"Bahria Town, Lahore, Punjab",1,2 Marla,1
2793,House,PKR3.8 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
2794,House,PKR8 Lakh,"DHA Defence, Lahore, Punjab",-,2 Kanal,8
2795,House,PKR2.4 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
2796,House,PKR2.9 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
2797,House,PKR3.75 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
2798,House,PKR2.6 Lakh,"Bahria Town, Lahore, Punjab",6,1 Kanal,7
2799,Upper Portion,PKR1.4 Lakh,"DHA Defence, Lahore, Punjab",4,1 Kanal,3
2800,Upper Portion,PKR1.2 Lakh,"DHA Defence, Lahore, Punjab",3,1 Kanal,3
2801,Lower Portion,PKR15 Thousand,"Eden, Lahore, Punjab",1,3 Marla,2
2802,Room,PKR20 Thousand,"DHA Defence, Lahore, Punjab",-,1 Kanal,-
2803,Upper Portion,PKR70 Thousand,"DHA Defence, Lahore, Punjab",2,1 Kanal,3
2804,House,PKR3.5 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
2805,Upper Portion,PKR65 Thousand,"DHA Defence, Lahore, Punjab",2,1 Kanal,2
2806,House,PKR60 Thousand,"DHA Defence, Lahore, Punjab",4,5 Marla,3
2807,Flat,PKR3.5 Lakh,"Gulberg, Lahore, Punjab",4,10.5 Marla,3
2808,House,PKR2.2 Lakh,"Askari, Lahore, Punjab",5,17 Marla,5
2809,House,PKR2.3 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
2810,Lower Portion,PKR2.35 Lakh,"DHA Defence, Lahore, Punjab",4,2 Kanal,3
2811,House,PKR1.9 Lakh,"DHA Defence, Lahore, Punjab",5,10 Marla,4
2812,House,PKR1 Lakh,"State Life Housing Society, Lahore, Punjab",4,10 Marla,4
2813,Flat,PKR2.9 Lakh,"Gulberg, Lahore, Punjab",3,9.6 Marla,3
2814,Upper Portion,PKR72 Thousand,"DHA Defence, Lahore, Punjab",2,1 Kanal,2
2815,Flat,PKR1.5 Lakh,"Gulberg, Lahore, Punjab",1,4.9 Marla,1
2816,House,PKR72 Thousand,"DHA Defence, Lahore, Punjab",-,10 Marla,-
2817,House,PKR3.4 Lakh,"DHA Defence, Lahore, Punjab",5,1 Kanal,5
2818,House,PKR4.1 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
2819,House,PKR3.6 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
2820,Flat,PKR46 Thousand,"Bahria Town, Lahore, Punjab",1,2.4 Marla,1
2821,Flat,PKR2.85 Lakh,"Gulberg, Lahore, Punjab",4,9.3 Marla,3
2822,House,PKR7.6 Lakh,"DHA Defence, Lahore, Punjab",6,2 Kanal,6
2823,House,PKR3.5 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
2824,Flat,PKR2.85 Lakh,"Gulberg, Lahore, Punjab",3,8.4 Marla,3
2825,House,PKR2.5 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
2826,Lower Portion,PKR2 Lakh,"DHA Defence, Lahore, Punjab",4,1 Kanal,2
2827,Upper Portion,PKR95 Thousand,"DHA Defence, Lahore, Punjab",3,1 Kanal,3
2828,House,PKR2.25 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
2829,House,PKR1.2 Lakh,"Askari, Lahore, Punjab",6,10 Marla,5
2830,House,PKR88 Thousand,"DHA Defence, Lahore, Punjab",4,5 Marla,3
2831,House,PKR2.4 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
2832,House,PKR1.85 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
2833,Upper Portion,PKR90 Thousand,"DHA Defence, Lahore, Punjab",2,1 Kanal,2
2834,House,PKR1.35 Lakh,"DHA Defence, Lahore, Punjab",4,10 Marla,4
2835,House,PKR1.5 Lakh,"DHA Defence, Lahore, Punjab",5,7 Marla,4
2836,House,PKR4.6 Lakh,"DHA Defence, Lahore, Punjab",6,2 Kanal,5
2837,House,PKR1.1 Lakh,"DHA Defence, Lahore, Punjab",5,10 Marla,4
2838,Flat,PKR2.5 Lakh,"DHA Defence, Lahore, Punjab",2,2 Marla,2
2839,Upper Portion,PKR1.25 Lakh,"DHA Defence, Lahore, Punjab",3,1 Kanal,3
2840,House,PKR60 Thousand,"DHA Defence, Lahore, Punjab",4,5 Marla,3
2841,Upper Portion,PKR1.35 Lakh,"Cavalry Ground, Lahore, Punjab",3,1 Kanal,3
2842,Upper Portion,PKR85 Thousand,"DHA Defence, Lahore, Punjab",3,1 Kanal,3
2843,House,PKR2.5 Lakh,"Cantt, Lahore, Punjab",4,1 Kanal,4
2844,Upper Portion,PKR70 Thousand,"DHA Defence, Lahore, Punjab",2,1 Kanal,2
2845,House,PKR3.7 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
2846,House,PKR1.25 Lakh,"Cantt, Lahore, Punjab",5,10 Marla,4
2847,House,PKR2.2 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
2848,House,PKR3.1 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
2849,House,PKR2.25 Lakh,"Shah Jamal, Lahore, Punjab",4,1 Kanal,4
2850,House,PKR3.8 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
2851,House,PKR4.2 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
2852,House,PKR4.8 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
2853,House,PKR2.2 Lakh,"DHA Defence, Lahore, Punjab",-,1 Kanal,-
2854,House,PKR2.5 Lakh,"DHA Defence, Lahore, Punjab",5,1 Kanal,5
2855,House,PKR99 Thousand,"Bahria Town, Lahore, Punjab",5,10 Marla,4
2856,Upper Portion,PKR60 Thousand,"DHA Defence, Lahore, Punjab",3,10 Marla,3
2857,House,PKR3.7 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
2858,House,PKR2.7 Lakh,"DHA Defence, Lahore, Punjab",6,10 Marla,4
2859,House,PKR58 Thousand,"DHA Defence, Lahore, Punjab",4,5 Marla,3
2860,House,PKR65 Thousand,"DHA Defence, Lahore, Punjab",4,5 Marla,3
2861,House,PKR1.3 Lakh,"Bahria Town, Lahore, Punjab",6,10 Marla,5
2862,House,PKR50 Thousand,"Park View City, Lahore, Punjab",4,5 Marla,4
2863,House,PKR4.5 Lakh,"DHA Defence, Lahore, Punjab",5,1 Kanal,5
2864,Upper Portion,PKR1.45 Lakh,"DHA Defence, Lahore, Punjab",4,1 Kanal,3
2865,Upper Portion,PKR1.2 Lakh,"DHA Defence, Lahore, Punjab",3,1 Kanal,3
2866,Lower Portion,PKR15 Thousand,"Eden, Lahore, Punjab",1,3 Marla,2
2867,Room,PKR20 Thousand,"DHA Defence, Lahore, Punjab",-,1 Kanal,-
2868,Upper Portion,PKR70 Thousand,"DHA Defence, Lahore, Punjab",2,1 Kanal,3
2869,House,PKR3.5 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
2870,Upper Portion,PKR65 Thousand,"DHA Defence, Lahore, Punjab",2,1 Kanal,2
2871,House,PKR60 Thousand,"DHA Defence, Lahore, Punjab",4,5 Marla,3
2872,Flat,PKR3.5 Lakh,"Gulberg, Lahore, Punjab",4,10.5 Marla,3
2873,House,PKR2.2 Lakh,"Askari, Lahore, Punjab",5,17 Marla,5
2874,House,PKR2.3 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
2875,Lower Portion,PKR2.35 Lakh,"DHA Defence, Lahore, Punjab",4,2 Kanal,3
2876,House,PKR1.9 Lakh,"DHA Defence, Lahore, Punjab",5,10 Marla,4
2877,House,PKR1 Lakh,"State Life Housing Society, Lahore, Punjab",4,10 Marla,4
2878,Flat,PKR2.9 Lakh,"Gulberg, Lahore, Punjab",3,9.6 Marla,3
2879,Upper Portion,PKR72 Thousand,"DHA Defence, Lahore, Punjab",2,1 Kanal,2
2880,Flat,PKR1.5 Lakh,"Gulberg, Lahore, Punjab",1,4.9 Marla,1
2881,House,PKR72 Thousand,"DHA Defence, Lahore, Punjab",-,10 Marla,-
2882,House,PKR3.4 Lakh,"DHA Defence, Lahore, Punjab",5,1 Kanal,5
2883,House,PKR4.1 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
2884,House,PKR3.6 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
2885,Flat,PKR46 Thousand,"Bahria Town, Lahore, Punjab",1,2.4 Marla,1
2886,Flat,PKR2.85 Lakh,"Gulberg, Lahore, Punjab",4,9.3 Marla,3
2887,House,PKR7.6 Lakh,"DHA Defence, Lahore, Punjab",6,2 Kanal,6
2888,House,PKR3.5 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
2889,Flat,PKR2.85 Lakh,"Gulberg, Lahore, Punjab",3,8.4 Marla,3
2890,House,PKR2.5 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
2891,Lower Portion,PKR2 Lakh,"DHA Defence, Lahore, Punjab",4,1 Kanal,2
2892,Upper Portion,PKR95 Thousand,"DHA Defence, Lahore, Punjab",3,1 Kanal,3
2893,House,PKR2.25 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
2894,House,PKR1.2 Lakh,"Askari, Lahore, Punjab",6,10 Marla,5
2895,House,PKR88 Thousand,"DHA Defence, Lahore, Punjab",4,5 Marla,3
2896,House,PKR2.4 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
2897,House,PKR1.85 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
2898,Upper Portion,PKR90 Thousand,"DHA Defence, Lahore, Punjab",2,1 Kanal,2
2899,House,PKR1.35 Lakh,"DHA Defence, Lahore, Punjab",4,10 Marla,4
2900,Upper Portion,PKR1.4 Lakh,"DHA Defence, Lahore, Punjab",3,1 Kanal,2
2901,Upper Portion,PKR1 Lakh,"Cavalry Ground, Lahore, Punjab",3,1 Kanal,3
2902,Upper Portion,PKR1 Lakh,"Cavalry Ground, Lahore, Punjab",3,1 Kanal,3
2903,Upper Portion,PKR1 Lakh,"Cavalry Ground, Lahore, Punjab",3,1 Kanal,3
2904,Upper Portion,PKR1 Lakh,"Cavalry Ground, Lahore, Punjab",3,1 Kanal,3
2905,Upper Portion,PKR1 Lakh,"Cavalry Ground, Lahore, Punjab",3,1 Kanal,3
2906,Upper Portion,PKR1 Lakh,"Cavalry Ground, Lahore, Punjab",3,1 Kanal,3
2907,House,PKR3.2 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
2908,Upper Portion,PKR55 Thousand,"Punjab Coop Housing Society, Lahore, Punjab",2,-,2
2909,House,PKR3.3 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
2910,House,PKR1.7 Lakh,"DHA Defence, Lahore, Punjab",5,10 Marla,4
2911,House,PKR4 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
2912,House,PKR1.25 Lakh,"DHA Defence, Lahore, Punjab",5,10 Marla,4
2913,Upper Portion,PKR32 Thousand,"Cavalry Ground, Lahore, Punjab",2,5 Marla,2
2914,Upper Portion,PKR1.05 Lakh,"Sui Gas Housing Society, Lahore, Punjab",4,1 Kanal,3
2915,Upper Portion,PKR25 Thousand,"Lahore Medical Housing Society, Lahore, Punjab",2,5 Marla,2
2916,Upper Portion,PKR26 Thousand,"Lahore Medical Housing Society, Lahore, Punjab",2,8 Marla,2
2917,Upper Portion,PKR27 Thousand,"Lahore Medical Housing Society, Lahore, Punjab",2,8 Marla,2
2918,House,PKR65 Thousand,"DHA Defence, Lahore, Punjab",3,5 Marla,3
2919,House,PKR1 Lakh,"Marghzar Officers Colony, Lahore, Punjab",5,10 Marla,5
2920,Lower Portion,PKR1.8 Lakh,"DHA Defence, Lahore, Punjab",4,1 Kanal,3
2921,Upper Portion,PKR80 Thousand,"DHA Defence, Lahore, Punjab",2,1 Kanal,2
2922,House,PKR35 Thousand,"Township, Lahore, Punjab",3,2.5 Marla,3
2923,Flat,PKR85 Thousand,"Askari, Lahore, Punjab",3,10 Marla,3
2924,House,PKR3.1 Lakh,"DHA Defence, Lahore, Punjab",5,1 Kanal,5
2925,House,PKR88 Thousand,"DHA Defence, Lahore, Punjab",4,5 Marla,3
2926,House,PKR2.4 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
2927,House,PKR1.85 Lakh,"DHA Defence, Lahore, Punjab",6,1 Kanal,5
2928,Upper Portion,PKR90 Thousand,"DHA Defence, Lahore, Punjab",2,1 Kanal,2
2929,House,PKR1.35 Lakh,"DHA Defence, Lahore, Punjab",4,10 Marla,4
2930,House,PKR1.5 Lakh,"DHA Defence, Lahore, Punjab",5,7 Marla,4
2931,House,PKR4.6 Lakh,"DHA Defence, Lahore, Punjab",6,2 Kanal,5
2932,House,PKR1.1 Lakh,"DHA Defence, Lahore, Punjab",5,10 Marla,4
2933,Flat,PKR2.5 Lakh,"DHA Defence, Lahore, Punjab",2,2 Marla,2
2934,Upper Portion,PKR1.25 Lakh,"DHA Defence, Lahore, Punjab",3,1 Kanal,3
